site_id,prev_bucket,verdict,saved,elapsed_s,signal,err,out_tail
nidcd-nih-gov-news,blocked_or_dead,BROKEN,0,1.2,parse:no items found,,"[nidcd-nih-gov-news] page 0: no items found, stopping [nidcd-nih-gov-news] crawl complete: 0 items saved "
nih-gov-news-events,blocked_or_dead,INCONCLUSIVE,0,0.7,,,[nih-gov-news-events] Page 0 returned 0 items — end of pagination. [nih-gov-news-events] Done. Total saved: 0 
nih-gov-press-room,blocked_or_dead,INCONCLUSIVE,0,5.5,,,age 0 curl failed 2/3 for https://www.nih.gov/press-room: exit=22 stderr=; retrying in 3s [nih-gov-press-room] list page 0 curl failed after 3 attempts: exit=22 stderr= [nih-gov-press-room] empty list page 0; stopping [nih-gov-press-room] Done. Total saved: 0 
om-mp-be-nl,blocked_or_dead,INCONCLUSIVE,0,1.2,,,"[om-mp-be-nl] No items at page 0, stopping. [om-mp-be-nl] Done. Total saved: 0 "
opendatacommunities-org-data,blocked_or_dead,BROKEN,0,0.1,parse:Could not find,,[opendatacommunities-org-data] Starting crawl from https://opendatacommunities.org/data [opendatacommunities-org-data] Could not find app bundle URL in HTML 
regjeringen-no-en,blocked_or_dead,INCONCLUSIVE,0,0.3,,,"[regjeringen-no-en] Total pages: 1 [regjeringen-no-en] No items on page 1, done. [regjeringen-no-en] Done. Total saved: 0 "
ypergasias-gov-gr-category,blocked_or_dead,BROKEN,0,1.3,parse:no records found,,"n/wp/v2/posts?categories=4 [ypergasias-gov-gr-category] list JSON parse failed, falling back to HTML: Expecting value: line 1 column 1 (char 0) [ypergasias-gov-gr-category] no records found at page 1; stopping [ypergasias-gov-gr-category] done. Total saved: 0 "
chineseafs-org-ckynewsmgr,net_fail,DEAD_OR_NET,0,4.3,net:Empty response,,seafs-org-ckynewsmgr] Empty response attempt 1/3; retrying in 1s [chineseafs-org-ckynewsmgr] Empty response attempt 2/3; retrying in 3s [chineseafs-org-ckynewsmgr] Failed to fetch list page (start=0). Stopping. [chineseafs-org-ckynewsmgr] Done. Total saved: 0 
mnd-go-kr-user,net_fail,DEAD_OR_NET,0,94.0,net:empty response,,nse attempt 2/3 for https://www.mnd.go.kr/bbs/mnd/13000005/artclList.do [mnd-go-kr-user] empty response attempt 3/3 for https://www.mnd.go.kr/bbs/mnd/13000005/artclList.do [mnd-go-kr-user] failed to fetch list page 1. Stopping. [mnd-go-kr-user] done. saved: 0 
olympias-lib-uoi-gr-jspui,net_fail,DEAD_OR_NET,0,94.0,net:empty response,,/simple-search?query=&filter_field_1=type&filter_type_1=equals&filter_value_1=doctoralThesis&sort_by=score&order=desc&rpp=20&etal=0&start=0 [olympias-lib-uoi-gr-jspui] Failed to fetch list at start=0. Stopping. [olympias-lib-uoi-gr-jspui] Done. Total saved: 0 
repositorio-uchile-cl-discover,net_fail,HEALTHY,3,165.6,net:empty response,, 28; empty response [repositorio-uchile-cl-discover] retrying in 1s... [repositorio-uchile-cl-discover] saved 3/3: The Citizen Initiative in Chile’s constitution-making (2021–2023): lessons from a particip [repositorio-uchile-cl-discover] done. Total saved: 3 
andra-fr-publications,pdf_artifact,BROKEN,0,3.1,parse:Could not extract,,[andra-fr-publications] Starting crawl (limit=3) [andra-fr-publications] Could not extract view_dom_id; aborting. 
astro-oma-be-en,pdf_artifact,HEALTHY,3,17.5,,,[astro-oma-be-en] page 1: saved 0/3 [astro-oma-be-en] crawl complete: saved 3/3 
baw-de-en,pdf_artifact,HEALTHY,3,14.3,,,-de-en] saved 1/3: Geschäftsbericht der Bundesanstalt für Wasserbau 2024 [baw-de-en] saved 2/3: Geschäftsbericht der Bundesanstalt für Wasserbau 2023 [baw-de-en] saved 3/3: Geschäftsbericht der Bundesanstalt für Wasserbau 2022 [baw-de-en] done. Total saved: 3 
bmv-de-en,pdf_artifact,HEALTHY,3,29.3,,,[bmv-de-en] saved 1/3: Agenda to Boost Rail Customer Satisfaction [bmv-de-en] saved 2/3: National Walking Strategy [bmv-de-en] saved 3/3: The Future of Driving is Autonomous [bmv-de-en] Done. Total saved: 3 
bordbia-ie-about,pdf_artifact,INCONCLUSIVE,0,0.7,,,[bordbia-ie-about] No documents__item elements found. Stopping. 
cells-es-en,pdf_artifact,HEALTHY,3,28.6,,,y Report 2024 [cells-es-en] [2/12] extracting PDF text: Activity Report 2023 [cells-es-en] saved 2: Activity Report 2023 [cells-es-en] [3/12] extracting PDF text: Activity Report 2022 [cells-es-en] saved 3: Activity Report 2022 [cells-es-en] page 1: saved 3/3 
cnl-ca-news-publications,pdf_artifact,HEALTHY,3,2.3,,,SS OF COOLANT [cnl-ca-news-publications] Saved 2/3: EFFECT OF IODINE AND MOISTURE ON THE MICROSTRUCTURE OF ZIRCA [cnl-ca-news-publications] Saved 3/3: MICROSTRUCTURAL CHARACTERIZATION AND TENSILE PROPERTIES ASSE [cnl-ca-news-publications] Done. Total saved: 3 
english-mee-gov-cn-resources,pdf_artifact,HEALTHY,3,4.0,,, Change (2019) [english-mee-gov-cn-resources] downloading PDF: P020190702568751604320.pdf [english-mee-gov-cn-resources] saved [3]: The People’s Republic of China Second Biennial Update Report on Climat [english-mee-gov-cn-resources] crawl complete: saved 3/3 
eprr-lanl-gov,pdf_artifact,BROKEN,0,3.3,parse:No items found,,[eprr-lanl-gov] No items found on page 1. Stopping. [eprr-lanl-gov] Done. Saved 0 papers. 
ethniccommunities-govt-nz-resources,pdf_artifact,INCONCLUSIVE,0,0.5,,,[ethniccommunities-govt-nz-resources] page 1: 0 new records; stopping 
genomecanada-ca-about,pdf_artifact,HEALTHY,3,9.7,,,ada-ca-about] Saved 2/3: Genome Canada Annual Report 2023-2024 [genomecanada-ca-about] [3/51] Downloading: GC-AnnualReport-2022-23_EN_web.pdf [genomecanada-ca-about] Saved 3/3: Genome Canada Annual Report 2022-2023 [genomecanada-ca-about] Done. Total saved: 3 
hea-ie-resources,pdf_artifact,HEALTHY,3,4.1,,,
netl-doe-gov-advsearch,pdf_artifact,HEALTHY,3,11.4,,," Capture Research and Development [netl-doe-gov-advsearch] Skipping 'Materials Engineering and Manufacturing' — abstract too short (0 chars, need ≥100) [netl-doe-gov-advsearch] Saved 3/3: Functional Materials Team [netl-doe-gov-advsearch] Done. Total saved: 3 "
noc-ac-uk-about-us,pdf_artifact,HEALTHY,3,14.6,,,"about-us] page 1: saved 0/3 [noc-ac-uk-about-us] saved 1/3: 2025-2035 Strategy [noc-ac-uk-about-us] saved 2/3: 2025 Pride - Trans Now, Then and Always [noc-ac-uk-about-us] saved 3/3: 2025 Pride - Symbols of Solidarity [noc-ac-uk-about-us] Done. Total saved: 3 "
pbocri-org-cn-lnzy3html,pdf_artifact,HEALTHY,3,11.1,,,rg-cn-lnzy3html] Found 8 PDF items on list page [pbocri-org-cn-lnzy3html] Saved (1/3): 2024年中国金融年鉴 [pbocri-org-cn-lnzy3html] Saved (2/3): 2023年中国金融年鉴 [pbocri-org-cn-lnzy3html] Saved (3/3): 2022年中国金融年鉴 [pbocri-org-cn-lnzy3html] Crawl complete — saved 3 records 
transport-govt-nz-documents-and-public,pdf_artifact,HEALTHY,3,106.2,,,s-and-public] page 1: Incapsula block detected [transport-govt-nz-documents-and-public] live endpoint unavailable; trying archive fallback [transport-govt-nz-documents-and-public] page 1: saved 0/3 [transport-govt-nz-documents-and-public] done. total saved: 3 
academie-sciences-fr-espace-presse,slow_unknown,HEALTHY,3,6.3,,,
anses-fr-fr,slow_unknown,HEALTHY,3,11.7,,,fr-fr] saved 2/3: Avis relatif à la liste des produits phytopharmaceutiques chimiques autorisés sur les pelo [anses-fr-fr] saved 3/3: Avis relatif aux travaux d’expertise et commentaires réalisés en 2022 et 2023 par l’Agence [anses-fr-fr] done. Total saved: 3 
ehesp-fr-espace-presse,slow_unknown,HEALTHY,3,12.9,,,p-fr-espace-presse] saved: L’EHESP présente les résultats d’une étude portant sur la vaccination des jeunes [ehesp-fr-espace-presse] saved: Le B2E et l’EHESP organisent la Coupe des écoles de service public 2026 : une pr [ehesp-fr-espace-presse] done: saved=3 
en-ndrc-gov-cn-policies,slow_unknown,HEALTHY,3,2.0,,,Implementation M [en-ndrc-gov-cn-policies] Saved 2/3: THE 14TH FIVE-YEAR PLAN-chapter64-Improving the Unified Plan [en-ndrc-gov-cn-policies] Saved 3/3: THE 14TH FIVE-YEAR PLAN-chapter63-Strengthening the Centrali [en-ndrc-gov-cn-policies] Done. Total saved: 3 
forskningsradet-no-om-forskningsradet,slow_unknown,HEALTHY,3,6.8,,,e årsrapporter 2025 [forskningsradet-no-om-forskningsradet] saved 2/3: Effekter av transportforskning [forskningsradet-no-om-forskningsradet] saved 3/3: Evaluering av forskerlinjer og studentstipend [forskningsradet-no-om-forskningsradet] Done. Total saved: 3 
garda-ie-en,slow_unknown,HEALTHY,3,33.2,,,a-ie-en] [2] Fetching PDF: 1948-commissioner-s-report.pdf [garda-ie-en] Saved 2/3: 1948 Commissioner's Report [garda-ie-en] [3] Fetching PDF: 1949-commissioner-s-report.pdf [garda-ie-en] Saved 3/3: 1949 Commissioner's Report [garda-ie-en] Done. Total saved: 3 
ineris-fr-fr,slow_unknown,HEALTHY,3,7.8,,,dustrielle : l’Ineris et Adisseo présentent le fr [ineris-fr-fr] Saved 2/3: Surveillance environnementale : la contamination des poisson [ineris-fr-fr] Saved 3/3: Comment intégrer les Facteurs Organisationnels et Humains da [ineris-fr-fr] Done. Total saved: 3 
insee-fr-fr,slow_unknown,HEALTHY,3,22.8,,,"nt de 0,2 % sur un mois et augmen [insee-fr-fr] saved 2/3: En juin 2026, les prix à la consommation sont stables sur un mois et augmentent [insee-fr-fr] saved 3/3: 2,6 milliards de m3 d’eau prélevés du milieu naturel en 2022 [insee-fr-fr] done. Total saved: 3 "
met-no-publikasjoner,slow_unknown,HEALTHY,3,7.0,,,pact of Climate Change on Aviation Weather d [met-no-publikasjoner] Saved 2/3: METOCEAN report for Tanzania demo point (6.5◦S; 41◦E) [met-no-publikasjoner] Saved 3/3: Forenklet metode for estimering av fremtidig DUT [met-no-publikasjoner] Done. Total saved: 3 
nec-go-kr-site,slow_unknown,INCONCLUSIVE,0,176.9,,," short (0 chars), skipping. [nec-go-kr-site] item 326863 abstract too short (0 chars), skipping. [nec-go-kr-site] 25-minute budget reached mid-page. Stopping. [nec-go-kr-site] 25-minute budget reached at page 3. Stopping. [nec-go-kr-site] Done. Total saved: 0 "
provenienzforschung-gv-at-empfehlungen-des-bei,slow_unknown,HEALTHY,3,7.5,,,"7) [provenienzforschung-gv-at-empfehlungen-des-bei] Saved 2/3: Abels Hans, Dr. (2007-06-01) [provenienzforschung-gv-at-empfehlungen-des-bei] Saved 3/3: Abels Hans, Dr. (2007-06-01) englisch [provenienzforschung-gv-at-empfehlungen-des-bei] Done. Total saved: 3 "
socialstyrelsen-se-en,slow_unknown,HEALTHY,3,35.4,,," 2025 [socialstyrelsen-se-en] saved 2/3: Statistics on Care and Services for Persons with Impairments [socialstyrelsen-se-en] saved 3/3: Statistics on Municipal Health and Medical Care Services 202 [socialstyrelsen-se-en] Done. saved=3, skipped=0, elapsed=35s "
stat-inst-se-om-sis,slow_unknown,HEALTHY,3,9.6,,,4 Skärpningar i lagen [stat-inst-se-om-sis] [3/159] remissvar-over-betankandet-sou-2025_109-sarskilt-provokativa-atgarder. [stat-inst-se-om-sis] Saved 3/3: Remissvar över betänkandet SOU 2025_109 Särskilt provokativa [stat-inst-se-om-sis] Done. Total saved: 3 
tigta-gov-reports,slow_unknown,HEALTHY,3,3.5,,,"Card Violations Report [tigta-gov-reports] Saved [2]: Implementation of Executive Order 14224, Designating English as t [tigta-gov-reports] Saved [3]: Actions Were Taken to Address Security Deficiencies at IRS Facili [tigta-gov-reports] Done. Saved 3 records. "
transformation-gouv-fr-espace-presse,slow_unknown,HEALTHY,3,3.9,,,[transformation-gouv-fr-espace-presse] page 0: saved 0/3 [transformation-gouv-fr-espace-presse] done: saved=3 
