site_id,prev_bucket,verdict,saved,elapsed_s,signal,err,out_tail
english-www-gov-cn-archive,,HEALTHY,3,3.0,,,"[english-www-gov-cn-archive] Saved 2/3: State Council Gazette Issue No.20 Serial No.1919 (July 20, 2026) [english-www-gov-cn-archive] Saved 3/3: State Council Gazette Issue No.19 Serial No.1918 (July 10, 2026) [english-www-gov-cn-archive] Done. Total saved: 3 "
esteri-it-it,,HEALTHY,3,5.5,,,"po telefonata con ministro Araghchi, Tajani sente i negozi [esteri-it-it] Saved 2/3: MAECI-ANCE: collaborazione su export e tutela del patrimonio [esteri-it-it] Saved 3/3: Visita consolare al minore Santoiemma a La Valletta [esteri-it-it] Done. Total saved: 3 "
forest-go-kr-kfsweb,,HEALTHY,3,8.2,,,"[forest-go-kr-kfsweb] Saved 1/3: 충주국유림관리소, 폭염 극복을 위해 산불진화차량 동원 도심 살수 지원 [forest-go-kr-kfsweb] Saved 2/3: ‘섬의 날’ 맞아 섬숲의 가치와 자생식물 알린다 [forest-go-kr-kfsweb] Saved 3/3: 동부지방산림청장, “현장에 답 있다” 삼척국유림관리소 첫걸음 [forest-go-kr-kfsweb] Done. Total saved: 3 "
gov-gr-search,,HEALTHY,3,4.8,,, αναπαραγωγής δεσποζόμενου ζώου συντροφιάς [gov-gr-search] saved 2/3: Άδεια εκτέλεσης πλόων επαγγελματικού σκάφους [gov-gr-search] saved 3/3: Άδεια εκτέλεσης πλόων ερασιτεχνικού σκάφους άνω των δέκα μέχρι και δώδεκα μέτρων [gov-gr-search] done. Total saved: 3 
hatvp-fr-actualites-et-public,,HEALTHY,3,8.0,,,lan raisonné du président Jean Maïa [hatvp-fr-actualites-et-public] saved 2: Jean Maïa est nommé président de la Haute Autorité pour la transparenc [hatvp-fr-actualites-et-public] saved 3: Ouverture de l’exercice déclaratif des actions menées pour le compte d 
hrb-ie-publications,,HEALTHY,3,9.3,,,[hrb-ie-publications] Saved 1/3: Drugnet 95 [hrb-ie-publications] Saved 2/3: European Web Survey on Drugs 2024: Irish Results [hrb-ie-publications] Saved 3/3: Effectiveness of oral health promotion programmes [hrb-ie-publications] Done. Total saved: 3 
igualdad-gob-es-comunicacion,,HEALTHY,3,16.5,,,2/3: El Ministerio de Igualdad tiende la mano a Ceuta para la protección de las mujer [igualdad-gob-es-comunicacion] saved 3/3: El Ministerio de Igualdad condena el feminicidio por violencia de género de una [igualdad-gob-es-comunicacion] done. Total saved: 3 
international-andra-fr-documents-and-visual,,HEALTHY,3,16.7,,,he Environmental Impact Assessment conducted for the C [international-andra-fr-documents-and-visual] saved 3/3: Industrial center for the reversible deep geological disposal of radioactive was [international-andra-fr-documents-and-visual] done. Total saved: 3 
issnationallab-org-press-releases,,HEALTHY,3,2.8,,,"[issnationallab-org-press-releases] Total posts: 561, pages: 6 [issnationallab-org-press-releases] Done. Saved 3 press releases. "
justitsministeriet-dk-pressemeddelelse,,HEALTHY,3,8.0,,,rsag [justitsministeriet-dk-pressemeddelelse] Saved 2/3: Kommentar fra justitsminister Nicolai Wammen om grænsekontro [justitsministeriet-dk-pressemeddelelse] Saved 3/3: Vedrørende FE-kommission II [justitsministeriet-dk-pressemeddelelse] Done. Total saved: 3 
khs-go-kr-newsbbz,,HEALTHY,3,3.2,,,"[khs-go-kr-newsbbz] Saved 1/3: 국민과 함께 지키고, 미래와 세계로 나아가는 국가유산 [khs-go-kr-newsbbz] Saved 2/3: 전통 단청 색 만들고 흰개미 탐험하며 문화유산 보존·복원 이... [khs-go-kr-newsbbz] Saved 3/3: (국영문 동시배포) 국립문화유산연구원, 튀르키예에서 4일간 ... [khs-go-kr-newsbbz] Done. Total saved: 3 "
kit-nl-institute,,HEALTHY,3,8.5,,,[kit-nl-institute] crawl complete: saved 3/3 
krei-re-kr-krei,,HEALTHY,3,4.8,,,"[krei-re-kr-krei] saved 1/3: KREI, 농업재해보험, 농가 소득 안정 돕고 연간 7,535억 원 사회적 가치 창출 [krei-re-kr-krei] saved 2/3: KREI, 2034년까지 농업인력 부족 심화…국내 인력 기반 강화해야 [krei-re-kr-krei] saved 3/3: KREI, 식품산업 인력난, 자동화와 근로환경 개선으로 대응해야 [krei-re-kr-krei] Done. Total saved: 3 "
mafra-go-kr-home,,HEALTHY,3,3.9,,,"[mafra-go-kr-home] saved 1/3: 농촌창업 우수기업 민관 협력으로 한 단계 더 도약 [mafra-go-kr-home] saved 2/3: 농식품부, 지속되는 폭염·가뭄에 따라 피해 예방을 위한 총력 대응 [mafra-go-kr-home] saved 3/3: 김종구 농식품부 차관, 폭염 대비 산란계·젖소 농장 점검 [mafra-go-kr-home] done. saved 3 "
mim-gov-it-web,,HEALTHY,3,8.1,,,"a incontra due fratelli palestinesi che hann [mim-gov-it-web] saved 2/3: Intelligenza Artificiale, ok CdM a decreto legislativo: 100 [mim-gov-it-web] saved 3/3: #NoiSiamoLeScuole: Piano Estate, a Milano e ad Aversa il ter [mim-gov-it-web] Done. Total saved: 3 "
moe-gov-cn-jyb_xwfb,,HEALTHY,3,2.3,,, page 1: saved 0/3 [moe-gov-cn-jyb_xwfb] Saved 1/3: 教育部职业教育与成人教育司负责人就2026年《职业教育专业目录》专业增补答记者问 [moe-gov-cn-jyb_xwfb] Saved 2/3: 教育部负责人就《教育发展“十五五”规划》答记者问 [moe-gov-cn-jyb_xwfb] Saved 3/3: 教育部语言文字应用管理司负责人就第八届中华经典诵写讲大赛答记者问 [moe-gov-cn-jyb_xwfb] Done. Total saved: 3 
mpi-govt-nz-about-mpi,,HEALTHY,3,22.4,,,mpi] Saved 1/3: 2023/24 Annual report [mpi-govt-nz-about-mpi] Saved 2/3: 2022/23 Annual Report [mpi-govt-nz-about-mpi] Saved 3/3: 2021/22 Annual report [mpi-govt-nz-about-mpi] Last page reached (got 14 < 16). Done. [mpi-govt-nz-about-mpi] Done. Total saved: 3 
ncri-ie-en,,HEALTHY,3,7.9,,,[ncri-ie-en] page 0: saved 0/3 [ncri-ie-en] crawl complete: saved 3 
nhc-gov-cn-wjw,,HEALTHY,3,111.4,,,"n-wjw] Starting crawl, limit=3 [nhc-gov-cn-wjw] saved 1/3: 关于发布《感染性腹泻诊断标准》等4项法定传染病诊断标准的通告 [nhc-gov-cn-wjw] saved 2/3: 关于发布《航空医疗救护专业人员培训标准》等4项标准的通告 [nhc-gov-cn-wjw] saved 3/3: 关于发布《伽玛照相机、单光子发射断层成像设备（SPECT）质量控制检测标准》等4项标准的通告 [nhc-gov-cn-wjw] Done. Total saved: 3 "
niehs-nih-gov-newsreleases,,HEALTHY,3,1.3,,,"in Younger Women May Be Influenced by Hormone Thera [niehs-nih-gov-newsreleases] Saved 3/3: Microplastics, Algal Blooms, Seafood Safety Are Public Health Concerns [niehs-nih-gov-newsreleases] page 1: saved 3/3 [niehs-nih-gov-newsreleases] Done. Total saved: 3 "
nnsa-mee-gov-cn-english,,HEALTHY,3,5.8,,,eport National Nuclear Safety Administration Th [nnsa-mee-gov-cn-english] Saved 3/3: 2022 Annual Report National Nuclear Safety Administration Th [nnsa-mee-gov-cn-english] Safety cap of 1 pages reached. Stopping. [nnsa-mee-gov-cn-english] Done. Total saved: 3 
oig-treasury-gov-other-reports-testim,,HEALTHY,3,1.6,,,[oig-treasury-gov-other-reports-testim] Starting section: Audit and Evaluation Reports [oig-treasury-gov-other-reports-testim] page 0: saved 3/3 
par-nsf-gov-search,,HEALTHY,3,4.7,,,performance across seven nights [par-nsf-gov-search] Saved 2/3: Inferring and summarizing tumor phylogenies from bulk DNA da [par-nsf-gov-search] Saved 3/3: ENSO advances spring phenology of temperate deciduous shrubs [par-nsf-gov-search] Done. Total saved: 3 
portaldiplomatico-mne-gov-pt-en,,HEALTHY,3,10.2,,,"v-pt-en] Saved 1: Press Release [portaldiplomatico-mne-gov-pt-en] Saved 2: Joint statement from the leaders of the United Kingdom, France, German [portaldiplomatico-mne-gov-pt-en] Saved 3: Joint statement [portaldiplomatico-mne-gov-pt-en] Done. Total saved: 3 "
pubs-usgs-gov,,HEALTHY,3,8.1,,,[pubs-usgs-gov] Page 1: found 25 items [pubs-usgs-gov] Saved 1/3 papers... [pubs-usgs-gov] Saved 2/3 papers... [pubs-usgs-gov] Saved 3/3 papers... [pubs-usgs-gov] Done. Saved 3 papers. 
research-imt-nord-europe-fr-news,,HEALTHY,3,7.4,,, IMT [research-imt-nord-europe-fr-news] Saved 2/3: CERI EE at the Scientific Meeting of CDP AREA [research-imt-nord-europe-fr-news] Saved 3/3: New Edition of the SFIP-IMT Nord Europe Congress dedicated t [research-imt-nord-europe-fr-news] Done. Total saved: 3 
sante-gouv-fr-ministere,,HEALTHY,3,28.3,,,"-ministere] Loading documentation index … [sante-gouv-fr-ministere] Found 9 category URLs [sante-gouv-fr-ministere] listing '#' p1: 11 new, 11 total [sante-gouv-fr-ministere] Collected 11 unique article URLs [sante-gouv-fr-ministere] Done — saved 3 documents. "
sgu-se-en,,HEALTHY,3,10.3,,,able Swedish ore production in 2025 – despite an uncertain [sgu-se-en] Saved 2/3: SGU-funded research provides answers on treating DDT with fu [sgu-se-en] Saved 3/3: Unique 3D models reveal potential for additional ore in Ridd [sgu-se-en] Done. Total saved: 3 
stami-no-en,,HEALTHY,3,10.2,,,oot ganglion transc [stami-no-en] saved 2/3: Germline HLA heterozygosity is associated with decreased lung cancer risk [stami-no-en] saved 3/3: Long-term exposure to ambient air pollution and risk of incident acute myocardia [stami-no-en] Done. Total saved: 3 
trm-dk-nyheder,,HEALTHY,3,7.9,,,lioner kroner ekstra til kollektiv transport i landdistrikterne [trm-dk-nyheder] Saved 2/3: Turismesucces skaber vækst i landdistrikterne [trm-dk-nyheder] Saved 3/3: Tilskud i 2027 til kommuner med vindmøller og solceller [trm-dk-nyheder] Done. Total saved: 3 
waltoninstitute-ie-research,,HEALTHY,3,5.8,,,[waltoninstitute-ie-research] done: saved 3/3 
accc-gov-au-search,,HEALTHY,3,6.3,,,"ch] saved 1/3: ACCC submissions to external consultations [accc-gov-au-search] saved 2/3: AAT, MIRRAT and Qube - s87B undertaking - public version.pdf [accc-gov-au-search] saved 3/3: Communications sector market study [accc-gov-au-search] Done. Total saved: 3 "
amolf-nl-publications,,HEALTHY,3,4.5,,,mine [amolf-nl-publications] Saved 2/3: Large-Area Deterministic Stamping of 2D Materials on Patterned Surface [amolf-nl-publications] Saved 3/3: Reconfigurable Multistate Optical Memory in Mixed Halide Perovskites [amolf-nl-publications] Done. Total saved: 3 
astron-nl-about,,HEALTHY,3,2.3,,,[astron-nl-about] discovered 57 annual reports [astron-nl-about] saved 1/3: ASTRON Annual Report 2013 [astron-nl-about] saved 2/3: ASTRON Annual Report 2012 [astron-nl-about] saved 3/3: ASTRON Annual Report 2011 [astron-nl-about] Done. Total saved: 3 
biblio-naturalsciences-be-rbins-publications,,HEALTHY,3,11.5,,,cations] Saved 2/3: Verspreidingsatlas van de Belgische Miridae (Insecta: Hetero [biblio-naturalsciences-be-rbins-publications] Saved 3/3: Atlas des Miridae de Belgique (Insecta: Heteroptera) [biblio-naturalsciences-be-rbins-publications] Done. Total saved: 3 
bmlv-gv-at-wissen-forschung,,HEALTHY,3,13.1,,,eits- u [bmlv-gv-at-wissen-forschung] Saved 2/3: Tagung des Österreichisch-Französischen Zentrums zur ESVP [bmlv-gv-at-wissen-forschung] Saved 3/3: Das 38. International Peace Institute Vienna Seminar on Peac [bmlv-gv-at-wissen-forschung] Done. Total saved: 3 
bundesgesundheitsministerium-de-service,,HEALTHY,3,16.6,,,[bundesgesundheitsministerium-de-service] crawl complete: saved 3/3 
catalog-data-metro-tokyo-lg-jp-dataset,,HEALTHY,3,1.6,,,a-metro-tokyo-lg-jp-dataset] Saved 1/3: 令和７年度痴漢被害実態把握調査報告 [catalog-data-metro-tokyo-lg-jp-dataset] Saved 2/3: 令和６年度痴漢被害実態把握調査報告 [catalog-data-metro-tokyo-lg-jp-dataset] Saved 3/3: 令和５年度痴漢被害実態把握調査報告 [catalog-data-metro-tokyo-lg-jp-dataset] Done. Total saved: 3 
civilprotection-gov-gr-deltia-tupou,,HEALTHY,3,3.0,,,"ed 2/3: Σε κατάσταση κινητοποίησης Red Code Αττική, Βοιωτία και Εύβοια [civilprotection-gov-gr-deltia-tupou] saved 3/3: Πολύ υψηλός κίνδυνος πυρκαγιάς (κατηγορία κινδύνου 4) για αύριο Πέμπτη 06 Αυγούσ [civilprotection-gov-gr-deltia-tupou] done. Total saved: 3 "
cre-fr-documents,,HEALTHY,3,7.1,block:Cloudflare,,: Données nécessaires au calcul des compléments de rémunératio [cre-fr-documents] Saved 2/3: Bilan du développement des arrêtés tarifaires photovoltaïque [cre-fr-documents] Saved 3/3: Arrêté tarifaire Biométhane injecté [cre-fr-documents] Done. Total saved: 3 
data-gov-uk-search,,HEALTHY,3,14.3,,,[data-gov-uk-search] Done. Total saved: 3 
defense-gouv-fr-salle-de-presse,,HEALTHY,3,3.8,,,"resse] saved 2/3: le ministère des Armées et des Anciens combattants engage une nouvelle [defense-gouv-fr-salle-de-presse] saved 3/3: Agenda prévisionnel d Alice Rufo, du lundi 27 juillet au dimanche 2 ao [defense-gouv-fr-salle-de-presse] done. Total saved: 3 "
doi-gov-bpp,,HEALTHY,3,2.6,,,[doi-gov-bpp] Starting crawl (limit=3) [doi-gov-bpp] Found 8 fiscal-year pages on index [doi-gov-bpp] FY 2027 Budget in Brief: 23 PDF records [doi-gov-bpp] Crawl complete. Saved 3 records. 
economie-fgov-be-nl,,HEALTHY,3,17.5,,,-fgov-be-nl] saved 2/3: Algemene Directie Economische Inspectie - Activiteitenversla [economie-fgov-be-nl] saved 3/3: Sectoraal panorama 2026 - Met betrekking tot het jaar 2025 [economie-fgov-be-nl] page 0: saved 3/3 [economie-fgov-be-nl] Done. Total saved: 3 
em-dk-aktuelt,,HEALTHY,3,31.3,,,"er/2026/jan, saved 0/3 [em-dk-aktuelt] saved [1] Analyse af fødevarepriser [em-dk-aktuelt] saved [2] Bedre og billigere at være bankkunde [em-dk-aktuelt] saved [3] Der kan være penge at spare ved at skifte bank [em-dk-aktuelt] crawl complete: 3 records saved. "
enpc-hal-science-search,,HEALTHY,3,5.7,,,ch] saved 2/3: 1st LIAISE Conference and Determining Evapotranspiration (dET) CrossCut Workshop [enpc-hal-science-search] saved 3/3: Vivre sans cash aujourd’hui. L’expérience des demandeur·euses d’asile en France [enpc-hal-science-search] Done. Total saved: 3 
etera-ee-browse,,HEALTHY,3,8.0,,,[etera-ee-browse] total browse records: 210722 [etera-ee-browse] saved 1/3: Eesti Raudteelane [etera-ee-browse] saved 2/3: Eesti Raudteelane [etera-ee-browse] saved 3/3: Eesti Raudteelane [etera-ee-browse] done. saved: 3 
frontiersin-org-articles,,HEALTHY,3,10.7,,,[frontiersin-org-articles] done: saved 3 items in 1 pages 
gov-ie-en,,HEALTHY,3,7.8,,,ts meeting of the Informal Working Party on Transport as part [gov-ie-en] Saved: Minister O’Brien appoints new chairperson of Dublin Bus [gov-ie-en] Saved: Ministers O’Brien and Canney announce General Scheme of Bill to Streng [gov-ie-en] Done. Total saved: 3 
hautconseilclimat-fr-ressources-pedagogiq,,HEALTHY,3,2.7,,,q] Saved 2/3: 'Politiques et action publique pour un système alimentaire ba' [hautconseilclimat-fr-ressources-pedagogiq] Saved 3/3: 'Représentation schématique des composantes du système alimen' [hautconseilclimat-fr-ressources-pedagogiq] Done. Total saved: 3 
hrbopenresearch-org,,HEALTHY,3,11.3,,,-org] Saved 2/3: Learning healthcare systems and rehabilitation: a scoping re [hrbopenresearch-org] Saved 3/3: Experiences of Augmentative and Alternative Communication us [hrbopenresearch-org] page 1: saved 3 so far [hrbopenresearch-org] Done. Total saved: 3 
iheid-swisscovery-ch-discovery,,HEALTHY,3,4.5,,,[iheid-swisscovery-ch-discovery] Crawl complete: 3 records saved. 
international-canada-ca-en,,HEALTHY,3,10.7,,,ed 2/3: Annual Report to Parliament on the Administration of the Access to Information A [international-canada-ca-en] saved 3/3: Annual Report to Parliament on the Administration of the Access to Information A [international-canada-ca-en] done. Total saved: 3 
issnationallab-org-publications,,HEALTHY,3,2.0,,,"[issnationallab-org-publications] starting crawl, limit=3 [issnationallab-org-publications] crawl complete: saved 3 records "
juventudeinfancia-gob-es-es,,HEALTHY,3,8.4,,,edra [juventudeinfancia-gob-es-es] Saved 2/3: Gobierno y comunidades autónomas pondrán en marcha el Regist [juventudeinfancia-gob-es-es] Saved 3/3: El Gobierno aprueba el reparto de 35 millones de euros a las [juventudeinfancia-gob-es-es] Done. Total saved: 3 
kicce-re-kr-main,,HEALTHY,3,4.2,,,[kicce-re-kr-main] saved [1/3] 2024 영유아 주요 통계 [kicce-re-kr-main] saved [2/3] 2023 영유아 주요 통계 [kicce-re-kr-main] saved [3/3] 2022 영유아 주요 통계 
kjonnsforskning-no-nb,,HEALTHY,3,23.0,,,omsorgsetikk og straff [kjonnsforskning-no-nb] Saved 2/3: Omsorgspraksiser blant småbarnsfedre imidlertidige stillinge [kjonnsforskning-no-nb] Saved 3/3: Tvangsbehandling og subjektivitet: spiseforstyrrelser som ka [kjonnsforskning-no-nb] Done. Total saved: 3 
krihs-re-kr-boardes,,HEALTHY,3,0.8,,,"[krihs-re-kr-boardes] saved 1/3: “6.3 지방선거 공약, ‘개별사업 유치’에서 ‘AI 기반 초광역 균형성장’으로 전환” [krihs-re-kr-boardes] saved 2/3: 도로 산업 육성을 위한 정책적 지원방안 [krihs-re-kr-boardes] saved 3/3: 산업도시의 산업과 도시 간 탈동조화 완화를 위한 정책 대응 방안 [krihs-re-kr-boardes] Done. Total saved: 3 "
marine-ie-site-area,,HEALTHY,3,7.9,,,́il 2025 [marine-ie-site-area] Saved 2/3: Annual Report 2024/Tuarascáil Bhliantúil 2024 (English and Irish/Bilin [marine-ie-site-area] Saved 3/3: Annual Impact Report 2024/Tuarascáil Tionchair Bhliantúil 2024 (Englis [marine-ie-site-area] Done. Total saved: 3 
mimit-gov-it-it,,HEALTHY,3,27.4,,,"censioni e Notizie"" (2026 n. 71) [mimit-gov-it-it] Saved 2: Guida ai servizi ed agli incentivi sulla Proprietà Industriale [mimit-gov-it-it] Saved 3: Relazione sugli interventi di sostegno alle attività economiche e prod [mimit-gov-it-it] Done. Total saved: 3 "
moe-gov-cn-jyb_xxgk,,HEALTHY,3,2.4,,,jiguan/ [moe-gov-cn-jyb_xxgk] Found 18 items on page 1 [moe-gov-cn-jyb_xxgk] Saved 1/3: 教育部2025年政府信息公开工作年度报告 [moe-gov-cn-jyb_xxgk] Saved 2/3: 教育部2024年政府信息公开工作年度报告 [moe-gov-cn-jyb_xxgk] Saved 3/3: 教育部2023年政府信息公开工作年度报告 [moe-gov-cn-jyb_xxgk] Done. Total saved: 3 
mpva-go-kr-mpva,,HEALTHY,3,1.3,,,[mpva-go-kr-mpva] Saved 1/3: 보훈부 노태우 전 대통령 참배 계획 없어 [mpva-go-kr-mpva] Saved 2/3: 보훈부 2026 국제보훈컨퍼런스 워싱턴서 개최... 강윤진 차관 방미 [mpva-go-kr-mpva] Saved 3/3: 6.25전쟁 미국 종군기자 아들 한국 소년 KIM 찾는다 [mpva-go-kr-mpva] Done. Total saved: 3 
neac-gov-cn-seac,,HEALTHY,3,5.4,,,民共和国2025年国民经济和社会发展统计公报 [neac-gov-cn-seac] Saved 2/3: 中华人民共和国2024年国民经济和社会发展统计公报 [neac-gov-cn-seac] Skipping (abstract 0 chars < 50): 克孜勒苏柯尔克孜自治州2021年国 经济和社会发展统计公报 [neac-gov-cn-seac] Saved 3/3: 巴音郭楞蒙古自治州2021年国民经济和社会发展统计公报 [neac-gov-cn-seac] Done. Total saved: 3 
nhlbi-nih-gov-about,,HEALTHY,3,1.4,,,age: 16 items [nhlbi-nih-gov-about] saved 1: FY 2027 Congressional Justification [nhlbi-nih-gov-about] saved 2: FY 2026 Congressional Justification [nhlbi-nih-gov-about] saved 3: FY 2025 Congressional Justification [nhlbi-nih-gov-about] done. Total saved: 3/3 
nifu-no-en,,HEALTHY,3,20.1,,,4 [nifu-no-en] item https://www.nifu.no/rapporter/unknown-value-ukjent-sprakkode-i-tittel-3/ skipped: abstract too short (0 chars) [nifu-no-en] Saved 3/3: Educational Leaders and Autonomy: Technical report – CLASS survey Swed [nifu-no-en] Done. Total saved: 3 
noc-ac-uk-publications,,HEALTHY,3,13.7,,,Responses to Arctic [noc-ac-uk-publications] Saved 2/3: Dissolved oxygen budget in the Levantine Sea: a coupled phys [noc-ac-uk-publications] Saved 3/3: Evaluating SWOT in the Coastal Zone: Comparisons With Tide G [noc-ac-uk-publications] Done. Total saved: 3 
oka-go-kr-web,,HEALTHY,3,1.8,,,"[oka-go-kr-web] saved 1/3: 재외동포청 직제 시행규칙 [oka-go-kr-web] saved 2/3: (외국어법령) 해외위난에 처한 재외동포 지원에 관한 지침 - 러시아어, 영어, 일본어, 중국어 번역 [oka-go-kr-web] saved 3/3: (외국어법령) 사할린동포 영주귀국 및 정착 지원 업무처리 지침 - 러시아어, 영어, 일본어, 중국어 번역 [oka-go-kr-web] done: saved 3 "
pasteur-fr-en,,HEALTHY,3,9.6,,,anisms reveal the secrets of cellular hibern [pasteur-fr-en] saved 2/3: Institut Pasteur Korea and the Institut Pasteur Open a New Chapter in Strategic [pasteur-fr-en] saved 3/3: The universal tempo of animal communication [pasteur-fr-en] done. Total saved: 3 
ppforum-ca-press-releases,,HEALTHY,3,5.2,,,[ppforum-ca-press-releases] page 1: saved 0/3 [ppforum-ca-press-releases] done. saved 3 records. 
pubshop-bmbwf-gv-at-indexphp,,HEALTHY,3,4.3,,,tzt [pubshop-bmbwf-gv-at-indexphp] saved 2/3: #LesenDigital ─ Leseförderung in einem digitalisierten Unterricht [pubshop-bmbwf-gv-at-indexphp] saved 3/3: (Hoch)Begabung im Vorschulalter erkennen und fördern? [pubshop-bmbwf-gv-at-indexphp] done. Total saved: 3 
research-thea-ie-browse,,HEALTHY,3,9.7,,,"tabase performance for use with ‘big da [research-thea-ie-browse] Saved: Residential property tax in Ireland [research-thea-ie-browse] Saved: A study into the implementation of S. I. no. 543 of 2002, ""Emissions o [research-thea-ie-browse] Done. Total saved: 3 "
santepubliquefrance-fr-presse,,HEALTHY,3,9.5,,,se] saved 2/3: 5 764 décès en excès en France durant la période de canicule du 17 juin au 2 juillet [santepubliquefrance-fr-presse] saved 3/3: Santé périnatale en France : 10 années d’évolutions contrastées [santepubliquefrance-fr-presse] done. Total saved: 3 
si-re-kr-bbs,,HEALTHY,3,5.5,,,
state-gov-department-reports,,HEALTHY,3,2.5,,,0 subjects [state-gov-department-reports] Saved 1/3: Worldwide Family Member Employment Overview – Spring 2026 [state-gov-department-reports] Saved 2/3: Kosovo [state-gov-department-reports] Saved 3/3: Italy [state-gov-department-reports] Done. Total saved: 3 
ufm-dk-publikationer,,HEALTHY,3,3.6,,,m kandidatoptag [ufm-dk-publikationer] Saved 2/3: Strategiske prioriteter for forskning og innovation 2026-2029 [ufm-dk-publikationer] Saved 3/3: Undersøgelse af stigningen i antallet af studerende fra Bangladesh og [ufm-dk-publikationer] Done. Total saved: 3 
wbf-admin-ch-en,,HEALTHY,3,1.7,,,[wbf-admin-ch-en] page 0: saved 0/3 [wbf-admin-ch-en] done. Total saved: 3 
acma-gov-au-publications,,HEALTHY,3,3.7,,,R.L (Daily Spins) [acma-gov-au-publications] saved 2/3: Formal warning to Novatrix S.R.L (Lucky Start) [acma-gov-au-publications] saved 3/3: Formal warning to Santeda International B.V. and Santeda International [acma-gov-au-publications] done. Total saved: 3 
amu-hal-science-search,,HEALTHY,3,1.4,,,red and Visible Int [amu-hal-science-search] Saved 2/3: Water deficit stress induces different monoterpene and sesqu [amu-hal-science-search] Saved 3/3: Endogenous neurotrophins are required for the induction of G [amu-hal-science-search] Done. Total saved: 3 
audencia-com-lecole,,HEALTHY,3,3.2,,,om-lecole] saved 2/3: L’Entrepreneuriat pour tous : le podcast qui casse les mythes et lève les freins [audencia-com-lecole] saved 3/3: Audencia renforce les liens entre son MSc « Sustainable Luxury Management » et l [audencia-com-lecole] done. Total saved: 3 
